artist_name,birthday,country,startyear
Witt Lowry,NA,NA,NA
GoldLink,5/17/1993,NA,2013
Rob $tone,1/25/1995,NA,2014
Preme,1/8/1986,Foreign,2008
Ro Ransom,NA,Foreign,2011
Kirk Knight,11/16/1995,NA,2012
G Herbo,10/8/1995,NA,2012
Marlon Craft,2/27/1993,Foreign,2015
Swizz Beatz,9/13/1978,NA,1997
Plies,7/1/1976,NA,2001
Tayla Parx,9/16/1993,NA,2006
Quando Rondo,NA,NA,2017
Young Scooter,3/28/1986,United States,2008
Dem Atlas,5/31/1992,United States,2010
Majid Jordan,NA,Foreign,2011
Don Q,4/28/1990,NA,2006
Derez De’Shon,3/25/1989,NA,NA
KWAYE,NA,Foreign,2017
Phony Ppl,NA,United States,2010
PLAZA,NA,NA,NA
Gym Class Heroes,NA,United States,1997
The Wanted,NA,Foreign,2009
Nico & Vinz,10/16/1938,NA,1954
The Naked And Famous,NA,Foreign,2007
Chiddy Bang,NA,United States,2009
ZAYN,1/12/1993,NA,2010
DNCE,NA,United States,2015
NEIKED,12/28/1991,Foreign,2015
Alan Walker,8/24/1997,Foreign,NA
Logan Mize,NA,United States,2000
Dustin Lynch,5/14/1985,NA,2011
Eric Church,5/3/1977,United States,2005
Rodney Atkins,3/28/1969,United States,1996
Luke Combs,3/2/1990,NA,2014
Billy Currington,11/19/1973,United States,1996
Cole Swindell,6/30/1983,United States,2013
Morgan Wallen,5/13/1993,NA,2014
Jordan Davis,3/30/1988,NA,2017
Thomas Rhett,3/30/1990,United States,2010
James Barker Band,NA,Foreign,2015
Blake Shelton,6/18/1976,NA,2001
Florida Georgia Line,NA,United States,2010
LANCO,NA,United States,2013
Jake Owen,8/28/1981,United States,2005
Luke Bryan,7/17/1976,United States,2001
Jon Pardi,5/20/1985,United States,2012
Jason Aldean,2/28/1977,United States,1998
Filmore,NA,NA,NA
John Gurney,NA,NA,NA
Chris Lane,11/9/1984,NA,2012
Dierks Bentley,11/20/1975,NA,2001
Clare Dunn,4/27/1987,United States,2013
Ryan Hurd,11/2/1986,NA,NA
Keith Urban,10/26/1967,United States,1990
Chase Rice,9/19/1985,United States,2010
Kelsea Ballerini,9/12/1993,United States,2014
Jimmie Allen,6/18/1986,United States,2017
Walker Hayes,12/27/1979,Foreign,2010
Mitchell Tenpenny,8/17/1989,NA,2014
Matt Stell,4/19/1984,NA,2010
Hunter Hayes,9/9/1991,NA,1993
Abir,NA,NA,NA
iSHi,NA,NA,NA
The Cool Kids,NA,NA,2007
Riot Ten,10/27/1992,United States,2012
Excision,4/29/1986,Foreign,2006
RIOT,NA,NA,NA
Borgore,10/20/1987,Foreign,2009
Rickyxsan,NA,NA,NA
Nitti Gritti,5/10/1994,NA,2016
Party Favor,NA,NA,NA
Crizzly,NA,NA,2010
QUIX,NA,NA,NA
AFK,NA,NA,NA
Birdy Nam Nam,NA,Foreign,2001
NGHTMRE,10/11/1990,United States,2014
RayRay,NA,NA,NA
Carnage,NA,NA,NA
Cesqeaux,7/24/1993,NA,NA
Zeds Dead,NA,Foreign,2009
BLAKGOLD,NA,NA,NA
Big Ali,2/25/1978,NA,2001
Higher Brothers,NA,Foreign,2016
4B,NA,NA,NA
Gent,NA,NA,NA
KUURO,NA,United States,2016
PhaseOne,NA,NA,NA
Wuki,NA,NA,2007
Apashe,NA,NA,NA
Fabian Mazur,NA,NA,NA
RVDY,NA,NA,NA
Gammer,NA,NA,2000
Red Hood Squad,NA,NA,NA
Slushii,5/1/1997,Foreign,2016
Dyro,4/22/1992,NA,2010
Destructo,12/31/1970,NA,1991
Asco,NA,NA,NA
Flux Pavilion,1/15/1989,NA,2008
Matt Ox,12/13/2004,United States,2016
OvaEast Meech,NA,NA,NA
$uicideBoy$,NA,United States,2014
Xander850,10/25/1993,NA,NA
Lil Durk,10/19/1992,NA,2008
Machine Gun Kelly,4/22/1990,United States,2006
Duckwrth,5/13/1988,Foreign,2012
The Sugarhill Gang,NA,United States,1979
Grandmaster Flash & The Furious Five,1/1/1958,United States,1978
N.W.A.,NA,United States,1987
Rob Base & DJ EZ Rock,NA,NA,NA
Young MC,5/10/1967,United States,1987
Eazy-E,9/7/1964,NA,1986
Slick Rick,1/14/1965,United States,1984
Eric B. & Rakim,11/8/1963,NA,1986
Tone-Loc,3/3/1966,United States,1987
Kurtis Blow,8/9/1959,NA,1979
Herbie Hancock,4/12/1940,NA,1961
Newcleus,NA,Foreign,1977
2 LIVE CREW,NA,United States,1984
Schoolly D,6/22/1962,United States,1984
EPMD,NA,United States,1987
Ice-T,2/16/1958,Foreign,1982
Boogie Down Productions,NA,United States,1986
Grandmaster Flash,1/1/1958,United States,1978
Malcolm McLaren,1/22/1946,NA,1971
Audio Two,NA,United States,1985
Special Ed,5/16/1972,United States,1988
Gang Starr,NA,United States,1986
Stetsasonic,NA,United States,1981
Man Parrish,5/6/1958,NA,1982
Tuff Crew,NA,United States,1985
Mantronix,NA,Foreign,1984
Ultramagnetic MC's,NA,United States,1984
JVC Force,NA,Foreign,1987
DJ Grand Wizard Theodore,3/5/1963,NA,1977
Steinski,NA,United States,1983
T La Rock,9/16/1961,United States,1984
Rammellzee,12/15/1960,NA,NA
Hashim,NA,NA,NA
Levi 167,NA,NA,NA
Shannon,NA,NA,NA
Kool Moe Dee,8/8/1962,NA,1978
Junior M.A.F.I.A.,NA,United States,1994
Bone Thugs-N-Harmony,NA,United States,1991
M.O.P.,NA,United States,1992
Westside Connection,NA,United States,1995
KRS-One,8/20/1965,NA,1986
Dead Prez,NA,United States,1996
Q-Tip,4/10/1970,NA,1985
Lords Of The Underground,NA,United States,1990
The Roots,NA,United States,1987
Diamond D,4/5/1968,NA,1987
Das EFX,NA,United States,1991
Group Home,NA,United States,1990
Onyx,NA,NA,NA
Compton's Most Wanted,NA,United States,1987
Pete Rock & C.L. Smooth,NA,NA,NA
Guru's Jazzmatazz,NA,NA,NA
Hieroglyphics,NA,NA,NA
Smif-N-Wessun,NA,United States,1993
Dred Scott,NA,NA,NA
Pete Rock,6/21/1970,United States,1987
Barbara Mason,NA,NA,NA
Change,NA,NA,NA
Zapp,NA,United States,1977
The B. B. & Q. Band,NA,NA,NA
Mary Jane Girls,NA,Foreign,1979
Carl Carlton,5/21/1953,NA,1965
Patrice Rushen,9/30/1954,NA,1973
Indeep,NA,United States,1980
The Whispers,NA,United States,1963
Goldie Alexander,NA,NA,NA
Positive Force,NA,NA,NA
Oliver Cheatham,NA,NA,1969
Joyce Sims,8/6/1959,NA,1986
Alexander O'Neal,11/15/1953,United States,1973
Linda Lewis,9/27/1950,NA,1968
Skyy,NA,United States,1973
Vaughan Mason and Crew,NA,United States,1979
Chemise,NA,NA,NA
Dazz Band,NA,United States,1977
First Love,NA,NA,NA
Chocolate Milk,NA,NA,NA
Sharon Redd,10/19/1945,United States,1967
Gwen McCrae,12/21/1943,NA,1969
Unlimited Touch,NA,United States,1980
A Taste Of Honey,NA,United States,1971
Frankie Smith,NA,NA,1979
The Gap Band,NA,United States,1974
Atlantic Starr,NA,Foreign,1976
Aurra,NA,United States,1979
Linda Taylor,NA,NA,NA
Jeff Lorber,11/4/1952,NA,1975
Pebbles,8/29/1964,NA,1980
Juicy,NA,NA,NA
Melba Moore,NA,NA,1966
Shalamar,NA,United States,1977
David Joseph,NA,NA,NA
Angela Bofill,5/2/1954,United States,1973
Toney Lee,NA,Foreign,1982
Stacy Lattisaw,11/25/1966,NA,1979
"Evelyn ""Champagne"" King",7/1/1960,United States,1977
The S.O.S Band,NA,United States,1977
Booker Newberry III,1/19/1956,NA,1971
Advance,NA,NA,NA
Teena Marie,3/5/1956,NA,1964
Kashif,12/26/1956,NA,1974
Central Line,NA,NA,NA
The Salsoul Orchestra,NA,Foreign,1974
OJ Da Juiceman,11/23/1981,United States,2003
Young Dro,1/15/1979,NA,1999
DJ Scream,4/21/1989,United States,2002
Angel Haze,7/10/1991,Foreign,2011
Bliss n Eso,NA,United States,2000
Ab-Soul,2/23/1987,United States,2002
Dilated Peoples,NA,Foreign,1992
JR Writer,5/28/1985,United States,2003
Hopsin,7/18/1985,NA,2001
Bad Meets Evil,NA,United States,1998
Wu-Block,NA,NA,NA
Juelz Santana,2/18/1982,NA,1995
Talib Kweli,10/3/1975,NA,1997
Pharoahe Monch,10/31/1972,United States,1987
Rakim,1/28/1968,NA,1985
Big L,5/30/1974,NA,1992
Phoebe Ryan,9/21/1990,United States,2013
Chelsea Lankes,NA,Foreign,2010
The Colourist,NA,United States,2009
Daniel Wilson,5/20/1961,NA,NA
Fenech-Soler,NA,Foreign,2006
Charli XCX,8/2/1992,NA,2007
Lights,4/11/1987,NA,2001
Madeon,5/30/1994,NA,2005
Mystery Skulls,NA,NA,NA
Ghost Beach,NA,NA,NA
Panama Wedding,NA,United States,2014
Magic Man,NA,NA,NA
Paperwhite,NA,NA,NA
Penguin Prison,NA,Foreign,2008
Generationals,NA,United States,2008
The Orwells,NA,United States,2009
Peace,NA,NA,NA
AlunaGeorge,NA,Foreign,2012
BRONCHO,NA,United States,2010
The Preatures,NA,United States,2010
Jukebox The Ghost,NA,Foreign,2006
of Montreal,NA,United States,1996
Wolf Gang,NA,Foreign,2009
King Tuff,NA,United States,2006
Atlas Genius,NA,United States,2009
Clubfeet,NA,NA,NA
Panama,NA,NA,NA
Neon Indian,NA,United States,2008
The Virgins,NA,United States,2007
Chromeo,NA,Foreign,2002
Young the Giant,NA,United States,2004
Local Natives,NA,United States,2005
Hospitality,NA,NA,NA
Ra Ra Riot,NA,United States,2006
Wild Belle,NA,United States,2011
Bear Hands,NA,United States,2006
Julian Casablancas,8/23/1978,NA,1998
Surfer Blood,NA,United States,2009
Damon Albarn,3/23/1968,NA,1988
Wild Nothing,NA,United States,2009
Cults,NA,NA,NA
Yuck,NA,Foreign,2009
Yeasayer,NA,United States,2006
The Vaccines,NA,Foreign,2010
Gregory Alan Isakov,10/19/1979,NA,NA
The Paper Kites,NA,United States,2009
Bear's Den,NA,Foreign,2012
Harrison Storm,NA,NA,NA
Courtney Hartman,NA,NA,NA
Fenne Lily,NA,Foreign,2016
Anthony da Costa,NA,Foreign,NA
Novo Amor,8/11/1991,NA,2012
Old Sea Brigade,4/16/1991,NA,2015
The Stray Birds,NA,NA,NA
Noah Gundersen,5/31/1989,NA,2005
Family of the Year,NA,Foreign,2009
Rayland Baxter,NA,Foreign,2010
Lucy Rose,6/20/1989,NA,2009
Julie Byrne,NA,NA,2012
John Craigie,6/15/1980,United States,2003
Robby Hecht,NA,NA,NA
Lowland Hum,NA,United States,2005
Fionn Regan,NA,NA,2000
Aldous Harding,NA,Foreign,NA
Nadia Reid,8/23/1991,Foreign,2015
The Milk Carton Kids,NA,United States,2011
Hudson Taylor,1832-05-21,NA,NA
S. Carey,NA,Foreign,2008
morgxn,NA,NA,2016
Parade of Lights,NA,Foreign,2010
Half the Animal,NA,NA,NA
DREAMERS,NA,NA,NA
Just Loud,NA,Foreign,1989
STAL,NA,NA,NA
Coasts,NA,NA,NA
Bay Ledges,NA,NA,NA
The Driver Era,NA,United States,2018
Smallpools,NA,United States,2013
The Heydaze,NA,NA,NA
Castlecomer,NA,NA,NA
Overstreet,2/17/1989,NA,2009
Culture Wars,NA,NA,NA
Wallows,NA,Foreign,2017
Mainland,NA,NA,NA
ONR,NA,NA,NA
KAWALA,NA,NA,NA
COIN,NA,NA,NA
Royal Teeth,NA,United States,2010
Coleman Hell,4/25/1989,NA,2012
flor,NA,United States,2014
Max Frost,7/5/1992,NA,2010
The Aces,NA,United States,2016
Bleachers,NA,United States,2014
Council,NA,NA,NA
BANNERS,NA,Foreign,2015
American Authors,NA,United States,2006
Cherry Pools,NA,Foreign,2006
Luna Bay,NA,NA,NA
The Royal Concept,NA,Foreign,2010
courtship.,NA,NA,NA
The Chain Gang Of 1974,7/31/1985,NA,2007
Knox Hamilton,NA,NA,NA
Cherub,NA,NA,NA
The Academic,NA,Foreign,2013
Arkells,NA,Foreign,2006
Waters,NA,NA,NA
Rafferty,4/16/1947,NA,1965
Mondo Cozmo,4/8/1979,United States,2000
The Wrecks,NA,United States,2015
ROMES,NA,NA,NA
Judas,NA,NA,NA
Night Riots,NA,United States,2010
States & Capitals,NA,NA,NA
The Night Game,NA,United States,2016
The Shelters,NA,United States,2015
John Cena,4/23/1977,NA,1999
Dropkick Murphys,NA,United States,1996
Fort Minor,NA,United States,2004
Tech N9ne,11/8/1971,NA,1991
Kasabian,NA,Foreign,1997
Zombie Nation,NA,NA,NA
Bill Conti,4/13/1942,NA,1969
Groove Armada,NA,Foreign,1996
Darude,7/17/1975,Foreign,1997
Maino,8/30/1973,NA,2003
Steam,NA,NA,NA
Neon Trees,NA,United States,2005
Scissor Sisters,NA,United States,2000
Angels & Airwaves,NA,NA,NA
Delta Rae,NA,United States,2009
The Sounds,NA,Foreign,1998
Basement Jaxx,NA,Foreign,1994
The Ting Tings,NA,Foreign,2007
Chingy,3/9/1980,NA,1997
HAON,7/7/2000,NA,2018
19XX,NA,NA,NA
Giriboy,1/24/1991,NA,2011
Dok2,3/28/1990,Foreign,2005
Wooks,8/23/1963,NA,1992
Double K,8/1/1977,United States,1997
NO:EL,5/30/2000,NA,2017
The Quiett,1/29/1985,NA,2003
Reddy,NA,NA,NA
Ovan,NA,NA,NA
Hangzoo,12/10/1986,NA,2010
Yenjamin,NA,NA,NA
BLOO,10/12/1994,United States,2016
Leellamarz,7/4/1995,NA,2017
PLT,NA,NA,NA
myunDo,NA,NA,NA
Asol,NA,NA,NA
Anonymous Artists,NA,NA,NA
Ted Park,NA,NA,2014
Younghertz,1797-08-25,NA,NA
Sik-K,2/26/1994,NA,2015
Kiggen,3/13/1979,NA,2007
Rex.D,6/11/1924,NA,NA
BRADYSTREET,NA,NA,NA
Paloalto,NA,NA,NA
VINXEN,4/20/2000,NA,2018
Ash B,NA,NA,NA
24 Flakko,NA,NA,NA
Moti,3/23/1987,NA,2008
Eluphant,NA,Foreign,2006
Austn,NA,NA,NA
Coogie,NA,NA,NA
Woodie Gochild,NA,NA,NA
LOLLY,6/27/1977,NA,1998
Young Kay,NA,NA,2009
Doshi,NA,NA,NA
JaeDal,NA,NA,NA
Snacky Chan,NA,Foreign,1996
Changmo,5/31/1994,NA,2013
Dex,NA,NA,NA
Kozypop,NA,NA,NA
MY Q,NA,NA,NA
Litol,NA,NA,NA
Gun,NA,NA,NA
Sid Frio,8/7/1961,NA,NA
WEN,NA,NA,NA
SOMA,NA,NA,NA
SOMDEF,NA,NA,NA
MaseWonder,NA,NA,NA
JooHeon (MONSTA X),10/6/1994,NA,2015
O'YOUNG,3/6/1952,NA,NA
Benini,NA,NA,NA
Chillin Homie,NA,NA,NA
Billy Carvin,12/12/1944,NA,1970
LIMBIC,NA,NA,NA
Mutang the $eoul kid,NA,NA,NA
Omega Sapien,NA,NA,NA
TOYCOIN,NA,NA,NA
Junehee Bae,NA,NA,NA
Juro the Whitecanvas,NA,NA,NA
Dakshood,NA,NA,NA
Symba J,NA,NA,NA
Isle Qim,NA,NA,NA
Ravi,2/15/1993,NA,2012
PLANETBLACK,NA,NA,NA
Rapper Song,NA,NA,NA
Peakboy,4/7/1990,NA,2011
Sleepy,NA,NA,NA
IndEgo Aid,NA,NA,NA
Geupsik-Dan,NA,NA,NA
Part Time Cooks,NA,NA,NA
PUP(펍),NA,NA,NA
RHYME-A-,NA,NA,NA
JGP$,NA,NA,NA
Hd Beatz,NA,NA,NA
Ugly Duck,1/19/1991,NA,2013
Farruko,5/2/1991,NA,2009
Mozart La Para,1/31/1988,NA,2002
El Mayor Clasico,12/18/1990,NA,2008
Lirico En La Casa,NA,NA,NA
El Super Nuevo,NA,NA,NA
Musicologo The Libro,NA,NA,NA
Mark B.,NA,NA,1995
Don Miguelo,8/27/1981,NA,2001
El Prodigio,NA,NA,NA
Lo Blanquito,NA,NA,NA
David Kada,NA,NA,NA
Clasicom,NA,NA,NA
"Secreto ""El Famoso Biberon""",NA,NA,NA
Shelow Shaq,1/31/1988,NA,2002
Crazy Design,NA,NA,2009
"Jose ""El Calvo""",NA,NA,NA
Liro Shaq,NA,NA,NA
Chiko Swagg,5/17/1978,United States,2003
Yiyo Sarante,1/2/1970,NA,1994
Jehu El Rey,NA,NA,NA
Amenazzy,8/4/1995,NA,NA
Electric Guest,NA,United States,2011
Vanic,5/6/1989,Foreign,NA
FLETCHER,NA,NA,NA
Ocean Park Standoff,NA,United States,2016
Captain Cuts,NA,United States,2011
FRND,3/17/1986,NA,2006
XYLØ,NA,NA,NA
Harlœ,NA,NA,NA
NAATIONS,NA,United States,2016
Chord Overstreet,2/17/1989,NA,2009
MOONZz,NA,NA,NA
birthday,NA,NA,NA
Bryce Fox,8/20/1989,United States,2013
FRENSHIP,NA,United States,2013
FRANKIE,NA,NA,NA
Bridgit Mendler,12/18/1992,NA,2004
WOLFE,NA,NA,NA
Opia,NA,NA,NA
Little Monarch,NA,Foreign,2002
Chase Atlantic,NA,United States,2014
Alina Baraz,9/24/1993,NA,2013
mansionz,NA,United States,2016
Katelyn Tarver,11/2/1989,NA,2003
Saint Mesa,NA,NA,NA
Ricky Reed,7/23/1982,NA,2004
Jarami,NA,Foreign,2015
The Score,NA,Foreign,2015
Timeflies,NA,United States,2010
Ryder,NA,NA,NA
iamBADDLUCK,NA,NA,NA
Ethan Gruska,NA,NA,NA
Warm Brew,8/22/1984,NA,2008
Miya Folick,NA,Foreign,2014
Ella Vos,NA,NA,2016
MarcLo,NA,NA,NA
Allie X,7/31/1985,NA,NA
Cailin Russo,NA,NA,NA
Jesse Jo Stark,NA,NA,NA
Rostam,11/28/1983,NA,NA
Other,NA,NA,NA
Lenin Ramírez,NA,NA,NA
Ariel Camacho y Los Plebes Del Rancho,NA,Foreign,2013
Alfredo Olivas,NA,NA,NA
Los Plebes del Rancho de Ariel Camacho,NA,Foreign,2013
Ulices Chaidez Y Sus Plebes,NA,Foreign,2013
Gerardo Ortiz,10/5/1989,NA,2009
Los Cadetes De Linares,NA,NA,NA
Los Tucanes De Tijuana,NA,Foreign,1987
Chalino Sanchez,8/30/1960,Foreign,1984
Regulo Caro,11/5/1981,NA,2010
Javier Rosas Y Su Artillería Pesada,NA,NA,NA
Kanales,NA,NA,NA
Voz De Mando,NA,NA,NA
Los Invasores De Nuevo León,NA,NA,NA
Brayan Salcedo,4/14/1985,NA,NA
Ramon Ayala Y Sus Bravos Del Norte,12/8/1945,NA,1963
Los Tigres Del Norte,NA,United States,1968
Luis y Julian,NA,NA,NA
La Septima Banda,NA,NA,NA
Los Nuevos Rebeldes,11/5/1981,NA,2010
Noel Torres,NA,NA,NA
Germán Montero,NA,NA,NA
Grupo Fernandez,NA,NA,NA
Maduk,10/4/1990,Foreign,2011
Sigma,NA,NA,NA
Koven,NA,NA,NA
Metrik,12/27/1986,Foreign,2007
Feint,NA,NA,NA
Cartoon,NA,NA,NA
Dabin,NA,NA,NA
Station Earth,NA,NA,NA
Fox Stevenson,1/25/1993,Foreign,2007
Fliwo,NA,NA,NA
Dan Dakota,NA,NA,NA
T and Sugah,NA,NA,NA
Submatik,NA,NA,NA
Avizura,NA,NA,NA
Kove,NA,NA,NA
Wilkinson,NA,NA,NA
Priority One,NA,NA,NA
Sub Focus,4/13/1982,Foreign,2002
Murdock,3/11/1931,NA,NA
Fred V & Grafix,NA,NA,NA
Indivision,NA,NA,NA
Rudimental,NA,Foreign,2010
Danny Byrd,5/4/1979,Foreign,1997
The Prototypes,NA,Foreign,2010
Friction,NA,NA,NA
DC Breaks,NA,Foreign,2006
Juan Magán,NA,NA,NA
Yandel,1/14/1977,NA,1998
Locos Por Juana,NA,NA,NA
Nacho,NA,NA,NA
Gianluca Vacchi,NA,NA,NA
Danny Ocean,5/5/1992,NA,2009
DJ Willie,9/25/1985,NA,2006
JeanPhi,NA,Foreign,NA
Frankie Negrón,NA,NA,NA
"Osmani Garcia ""La Voz""",5/22/1981,NA,2011
Dumore,NA,NA,NA
Jory Boy,NA,NA,2003
Santana the Golden Boy,NA,NA,NA
Joey Montana,5/3/1982,NA,2000
Marko Silva,NA,NA,NA
Lalo Ebratt,2/3/1993,NA,2017
Jowell & Randy,NA,NA,NA
Hilton Ruiz,5/29/1952,NA,1960
Jazz At Lincoln Center Orchestra,NA,Foreign,1988
Ray Barretto,4/29/1929,NA,1949
Carlos Henriquez,NA,NA,NA
Negroni's Trio,NA,NA,NA
Bebo Valdés,10/9/1918,Foreign,NA
The Gaddabouts,NA,NA,NA
Arturo O'Farrill,6/22/1960,NA,1979
Tomás Gubbins,NA,NA,NA
Pete Escovedo,7/13/1935,NA,NA
Irakere,NA,Foreign,1973
Giovanni Hidalgo,11/22/1963,NA,NA
Dizzy Gillespie,10/21/1917,NA,1935
Mongo Santamaria,4/7/1917,NA,1950
Cal Tjader,7/16/1925,United States,1948
Clark Terry,12/14/1920,NA,1940
Herbie Mann,4/16/1930,NA,1953
Woody Shaw,12/24/1944,United States,1963
Martirio,NA,NA,NA
Chick Corea,6/12/1941,NA,1962
Poncho Sanchez,10/30/1951,NA,1975
Grant Green,6/6/1935,NA,1959
Willie Bobo,2/28/1934,NA,NA
Antônio Carlos Jobim,1/25/1927,NA,1956
Dave Pike,3/23/1938,NA,NA
Roy Eldridge,1/30/1911,NA,NA
Chucho Valdés,10/9/1941,NA,NA
Bobby Sanabria,6/2/1957,NA,NA
Elis Regina,3/17/1945,NA,1961
Paquito D'Rivera,6/4/1948,NA,1965
Arturo Sandoval,11/6/1949,NA,1977
¡Oye Frank! Sonata Latina Tribute Orchestra,NA,NA,NA
Roy Hargrove,10/16/1969,NA,1987
Alfredo Rodriguez,10/7/1985,NA,2006
Gente De Zona,NA,Foreign,2000
Natti Natasha,12/10/1986,NA,2010
Sérgio Mendes,2/11/1941,Foreign,1961
CNCO,NA,Foreign,2015
Guayacán Orquesta,NA,NA,NA
Fruko Y Sus Tesos,NA,NA,NA
Proyecto Uno,NA,Foreign,1989
Sonora Carruseles,NA,Foreign,1995
Carlos Baute,3/8/1974,NA,1987
Sin Bandera,NA,Foreign,2000
Bacilos,NA,United States,1997
La Quinta Estacion,NA,Foreign,2000
Draco Rosa,6/27/1970,Foreign,1984
Coti,6/14/1973,Foreign,NA
Fonseca,5/29/1979,NA,1997
Jesse & Joy,NA,NA,NA
Cristian Castro,12/8/1974,NA,1991
Camila,NA,Foreign,2005
Nek,1/6/1972,Foreign,1991
Paulina Rubio,6/17/1971,NA,1982
Jon Secada,10/4/1961,United States,1991
Pablo Alborán,5/31/1989,NA,2010
Flans,NA,Foreign,1985
Miranda!,NA,NA,NA
Alaska Y Dinarama,6/13/1963,NA,1977
Gina Chavez,5/24/1982,NA,2001
La Casa Azul,NA,Foreign,1997
Kany Garcia,9/25/1982,Foreign,2006
RuPaul,11/17/1960,United States,NA
Solomon Ray,NA,United States,2008
Locomia,NA,NA,NA
Lucas Lucco,4/4/1991,NA,2013
Christian Chávez,7/28/1954,NA,1971
Residente,2/23/1978,NA,2004
Lia Clark,2/15/1992,NA,2016
Fangoria,NA,NA,NA
Mecano,NA,Foreign,1981
Pabllo Vittar,11/1/1993,NA,2015
( Me Llamo ) Sebastián,NA,NA,NA
La Prohibida,NA,NA,NA
Jaloo,NA,NA,NA
Alex Anwandter,3/24/1983,NA,2005
Nancys Rubias,NA,Foreign,2004
Rubio,5/28/1971,NA,NA
Anitta,3/30/1993,NA,2010
Zemmoa,NA,NA,NA
Rico Dalasam,NA,NA,NA
Kumbia Queers,NA,Foreign,2007
La Delfi,NA,NA,NA
Aretuza Lovi,NA,NA,NA
NR&,NA,NA,NA
Denise Rosenthal,11/8/1990,NA,2007
Niña Dioz,NA,Foreign,2004
Gloria Groove,1/18/1995,NA,2002
Mahmundi,NA,NA,NA
Miss Bolivia,NA,NA,NA
Dani Umpi,11/1/1974,NA,NA
MANCANDY,NA,NA,NA
Kat Deluna,11/26/1987,Foreign,2006
Johnny Hooker,NA,NA,NA
Namuel,NA,NA,NA
Brazilian Girls,NA,United States,2003
Banda Uó,NA,NA,NA
Liniker e os Caramelows,7/3/1995,NA,2015
Bomba Estéreo,NA,Foreign,2005
Ana Tijoux,6/12/1977,NA,1997
Dayan,NA,NA,NA
Mon Laferte,5/2/1983,NA,2000
Natalia Lafourcade,2/26/1984,Foreign,1998
Sade,1/16/1959,Foreign,1982
Jenni Rivera,7/2/1969,NA,1992
Lila Downs,9/9/1968,Foreign,1990
Cazzu,12/16/1993,NA,2017
Kronic & Krunk,7/3/1985,United States,2010
Sheila E.,12/12/1957,NA,1976
K'NAAN,4/16/1978,Foreign,2000
DJ Raff,NA,NA,NA
Mr. Paradise,NA,NA,NA
Luis Enrique,NA,NA,NA
María Del Pilar,NA,NA,NA
ChocQuibTown,NA,Foreign,2000
Las Cafeteras,NA,United States,2005
Ceci Bastida,NA,Foreign,NA
La Santa Cecilia,NA,NA,NA
Gepe,9/28/1981,Foreign,2001
Manu Chao,6/21/1961,NA,1984
Tokyo Ska Paradise Orchestra,NA,Foreign,1985
Jarabe De Palo,NA,Foreign,1996
Outernational,NA,NA,NA
Eljuri,NA,NA,NA
Los Rakas,NA,United States,2006
Chicano Batman,NA,United States,2008
Ozomatli,NA,United States,1995
Mario Domm,1/22/1977,Foreign,1993
Flaco Jimenez,3/11/1939,NA,1946
Gaby Moreno,12/16/1981,Foreign,1997
Aterciopelados,NA,Foreign,1992
Victoria La Mala,NA,NA,NA
La Vida Bohème,NA,Foreign,2006
Fonseca & Jon Batiste,5/29/1979,NA,1997
Dj Bitman,NA,Foreign,1999
Helado Negro,NA,NA,2009
Los Wálters,7/29/1924,NA,1943
Twin Seas,NA,NA,NA
Native Sun,NA,NA,NA
Elsa Y Elmar,NA,NA,2012
Vanessa Zamora,7/22/1991,Foreign,2011
Marrón,NA,NA,NA
Kate Vargas,NA,NA,NA
Empress Of,10/19/1989,United States,2011
Salt Cathedral,NA,Foreign,2013
Roxiny,NA,NA,NA
A-Wall,NA,NA,NA
Mula,NA,NA,NA
Tatiana Hazel,7/17/1988,NA,NA
Balún,NA,NA,NA
Making Movies,NA,NA,NA
La Luz,NA,United States,2012
Very Be Careful,NA,United States,1997
Jenny And The Mexicats,NA,Foreign,2008
The Philharmonik,NA,NA,NA
Hurray For The Riff Raff,NA,United States,2007
La Goony Chonga,NA,NA,NA
Migrant Motel,NA,NA,NA
Jessica Hernandez and the Deltas,NA,United States,2010
Alice Bag,11/7/1958,United States,NA
Esteman,5/4/1984,Foreign,NA
Daniela Spalla,NA,NA,NA
Chloe Lilac,NA,NA,NA
Ashe,4/24/1993,NA,2017
Your Smith,NA,Foreign,2006
Ryan Beatty,9/25/1995,NA,2011
Sigrid,9/5/1996,NA,2013
SHAED,NA,Foreign,2011
Valley Hush,NA,NA,NA
Zhavia Ward,3/5/2001,NA,2018
IDER,NA,Foreign,2016
G Flip,9/22/1994,NA,2018
"Now, Now",NA,United States,2003
Kid Bloom,12/1/1944,NA,1966
Nathan Sykes,4/18/1993,NA,2003
Yiruma,2/15/1978,NA,2001
James Morrison,8/13/1984,NA,2006
Gabrielle Aplin,NA,Foreign,2008
K E M A L,NA,NA,NA
Seafret,NA,Foreign,2015
Travis Atreo,NA,NA,NA
AURORA,6/15/1996,NA,2012
Jacquie,NA,NA,NA
Mayday Parade,NA,United States,2005
The Perishers,NA,Foreign,1997
Millennium Jazz Music,NA,NA,NA
Cookin Soul,NA,NA,NA
o k h o,NA,NA,NA
Psymun,NA,United States,2009
Made in M,NA,NA,NA
Behind Clouds,NA,NA,NA
Dibia$E,NA,United States,2007
Knowsum,NA,NA,NA
Blvk,NA,NA,NA
Laffey,NA,NA,NA
Fushou.,NA,NA,NA
Axian,NA,NA,NA
sagun,NA,NA,NA
Sleepy Bear,NA,NA,NA
